States,Regions,latitude,longitude,Dates,Usage
Gujarat,WR,22.2587,71.1924,24/03/2020,242.8
MP,WR,21.30039105,76.13001949,24/03/2020,169
Maharashtra,WR,19.25023195,73.16017493,24/03/2020,381.2
Goa,WR,15.491997,73.81800065,24/03/2020,7.3
DNH,WR,20.26657819,73.0166178,24/03/2020,1.9
Andhra Pradesh,SR,14.7504291,78.57002559,24/03/2020,160.3
Telangana,SR,18.1124,79.0193,24/03/2020,164.2
Karnataka,SR,12.57038129,76.91999711,24/03/2020,182
Kerala,SR,8.900372741,76.56999263,24/03/2020,62.8
Tamil Nadu,SR,12.92038576,79.15004187,24/03/2020,235.1
Pondy,SR,11.93499371,79.83000037,24/03/2020,4.6
Bihar,ER,25.78541445,87.4799727,24/03/2020,76.5
Jharkhand,ER,23.80039349,86.41998572,24/03/2020,22.9
Odisha,ER,19.82042971,85.90001746,24/03/2020,69.4
West Bengal,ER,22.58039044,88.32994665,24/03/2020,139.9
Sikkim,ER,27.3333303,88.6166475,24/03/2020,1.4
Arunachal Pradesh,NER,27.10039878,93.61660071,24/03/2020,1.5
Assam,NER,26.7499809,94.21666744,24/03/2020,20.3
Manipur,NER,24.79997072,93.95001705,24/03/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,24/03/2020,3.5
Mizoram,NER,23.71039899,92.72001461,24/03/2020,1.5
Nagaland,NER,25.6669979,94.11657019,24/03/2020,2
Tripura,NER,23.83540428,91.27999914,24/03/2020,4
Punjab,NR,31.51997398,75.98000281,25/03/2020,72.4
Haryana,NR,28.45000633,77.01999101,25/03/2020,70.3
Rajasthan,NR,26.44999921,74.63998124,25/03/2020,150.1
Delhi,NR,28.6699929,77.23000403,25/03/2020,46.1
UP,NR,27.59998069,78.05000565,25/03/2020,248
Uttarakhand,NR,30.32040895,78.05000565,25/03/2020,19.5
HP,NR,31.10002545,77.16659704,25/03/2020,13.3
J&K,NR,33.45,76.24,25/03/2020,42.9
Chandigarh,NR,30.71999697,76.78000565,25/03/2020,2.3
Chhattisgarh,WR,22.09042035,82.15998734,25/03/2020,72.4
Gujarat,WR,22.2587,71.1924,25/03/2020,241.1
MP,WR,21.30039105,76.13001949,25/03/2020,168.2
Maharashtra,WR,19.25023195,73.16017493,25/03/2020,378.2
Goa,WR,15.491997,73.81800065,25/03/2020,7.2
DNH,WR,20.26657819,73.0166178,25/03/2020,2
Andhra Pradesh,SR,14.7504291,78.57002559,25/03/2020,155.6
Telangana,SR,18.1124,79.0193,25/03/2020,165.4
Karnataka,SR,12.57038129,76.91999711,25/03/2020,187.8
Kerala,SR,8.900372741,76.56999263,25/03/2020,63.8
Tamil Nadu,SR,12.92038576,79.15004187,25/03/2020,237.5
Pondy,SR,11.93499371,79.83000037,25/03/2020,4.7
Bihar,ER,25.78541445,87.4799727,25/03/2020,79.1
Jharkhand,ER,23.80039349,86.41998572,25/03/2020,20.5
Odisha,ER,19.82042971,85.90001746,25/03/2020,63.8
West Bengal,ER,22.58039044,88.32994665,25/03/2020,136.4
Sikkim,ER,27.3333303,88.6166475,25/03/2020,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,25/03/2020,2.1
Assam,NER,26.7499809,94.21666744,25/03/2020,20.1
Manipur,NER,24.79997072,93.95001705,25/03/2020,2.2
Meghalaya,NER,25.57049217,91.8800142,25/03/2020,3.6
Mizoram,NER,23.71039899,92.72001461,25/03/2020,1.6
Nagaland,NER,25.6669979,94.11657019,25/03/2020,2.1
Tripura,NER,23.83540428,91.27999914,25/03/2020,4.5
Punjab,NR,31.51997398,75.98000281,26/03/2020,74
Haryana,NR,28.45000633,77.01999101,26/03/2020,73.8
Rajasthan,NR,26.44999921,74.63998124,26/03/2020,150.6
Delhi,NR,28.6699929,77.23000403,26/03/2020,47.5
UP,NR,27.59998069,78.05000565,26/03/2020,252.4
Uttarakhand,NR,30.32040895,78.05000565,26/03/2020,19.7
HP,NR,31.10002545,77.16659704,26/03/2020,13.1
J&K,NR,33.45,76.24,26/03/2020,41.2
Chandigarh,NR,30.71999697,76.78000565,26/03/2020,2.3
Chhattisgarh,WR,22.09042035,82.15998734,26/03/2020,77.2
Gujarat,WR,22.2587,71.1924,26/03/2020,243.8
MP,WR,21.30039105,76.13001949,26/03/2020,171.8
Maharashtra,WR,19.25023195,73.16017493,26/03/2020,383.2
Goa,WR,15.491997,73.81800065,26/03/2020,7.2
DNH,WR,20.26657819,73.0166178,26/03/2020,2
Andhra Pradesh,SR,14.7504291,78.57002559,26/03/2020,130.6
Telangana,SR,18.1124,79.0193,26/03/2020,167.8
Karnataka,SR,12.57038129,76.91999711,26/03/2020,186.6
Kerala,SR,8.900372741,76.56999263,26/03/2020,64.2
Tamil Nadu,SR,12.92038576,79.15004187,26/03/2020,224.4
Pondy,SR,11.93499371,79.83000037,26/03/2020,4.6
Bihar,ER,25.78541445,87.4799727,26/03/2020,82.8
Jharkhand,ER,23.80039349,86.41998572,26/03/2020,21
Odisha,ER,19.82042971,85.90001746,26/03/2020,63
West Bengal,ER,22.58039044,88.32994665,26/03/2020,124.2
Sikkim,ER,27.3333303,88.6166475,26/03/2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,26/03/2020,2
Assam,NER,26.7499809,94.21666744,26/03/2020,18.2
Manipur,NER,24.79997072,93.95001705,26/03/2020,2.8
Meghalaya,NER,25.57049217,91.8800142,26/03/2020,3.3
Mizoram,NER,23.71039899,92.72001461,26/03/2020,1.6
Nagaland,NER,25.6669979,94.11657019,26/03/2020,2.2
Tripura,NER,23.83540428,91.27999914,26/03/2020,3.4
Punjab,NR,31.51997398,75.98000281,27/03/2020,75.9
Haryana,NR,28.45000633,77.01999101,27/03/2020,76.7
Rajasthan,NR,26.44999921,74.63998124,27/03/2020,155.5
Delhi,NR,28.6699929,77.23000403,27/03/2020,48.4
UP,NR,27.59998069,78.05000565,27/03/2020,260.3
Uttarakhand,NR,30.32040895,78.05000565,27/03/2020,20.3
HP,NR,31.10002545,77.16659704,27/03/2020,13.2
J&K,NR,33.45,76.24,27/03/2020,41.7
Chandigarh,NR,30.71999697,76.78000565,27/03/2020,2.3
Chhattisgarh,WR,22.09042035,82.15998734,27/03/2020,75.1
Gujarat,WR,22.2587,71.1924,27/03/2020,246
MP,WR,21.30039105,76.13001949,27/03/2020,174
Maharashtra,WR,19.25023195,73.16017493,27/03/2020,383.1
Goa,WR,15.491997,73.81800065,27/03/2020,6.6
DNH,WR,20.26657819,73.0166178,27/03/2020,2.1
Andhra Pradesh,SR,14.7504291,78.57002559,27/03/2020,139.7
Telangana,SR,18.1124,79.0193,27/03/2020,165.5
Karnataka,SR,12.57038129,76.91999711,27/03/2020,184.1
Kerala,SR,8.900372741,76.56999263,27/03/2020,62.9
Tamil Nadu,SR,12.92038576,79.15004187,27/03/2020,207.8
Pondy,SR,11.93499371,79.83000037,27/03/2020,4.6
Bihar,ER,25.78541445,87.4799727,27/03/2020,83.2
Jharkhand,ER,23.80039349,86.41998572,27/03/2020,22.3
Odisha,ER,19.82042971,85.90001746,27/03/2020,69.4
West Bengal,ER,22.58039044,88.32994665,27/03/2020,137.3
Sikkim,ER,27.3333303,88.6166475,27/03/2020,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,27/03/2020,1.4
Assam,NER,26.7499809,94.21666744,27/03/2020,12.2
Manipur,NER,24.79997072,93.95001705,27/03/2020,2.1
Meghalaya,NER,25.57049217,91.8800142,27/03/2020,3.7
Mizoram,NER,23.71039899,92.72001461,27/03/2020,1.5
Nagaland,NER,25.6669979,94.11657019,27/03/2020,2.1
Tripura,NER,23.83540428,91.27999914,27/03/2020,3.8
Punjab,NR,31.51997398,75.98000281,28/03/2020,77.7
Haryana,NR,28.45000633,77.01999101,28/03/2020,79.3
Rajasthan,NR,26.44999921,74.63998124,28/03/2020,158.3
Delhi,NR,28.6699929,77.23000403,28/03/2020,50.1
UP,NR,27.59998069,78.05000565,28/03/2020,265.9
Uttarakhand,NR,30.32040895,78.05000565,28/03/2020,20.1
HP,NR,31.10002545,77.16659704,28/03/2020,13
J&K,NR,33.45,76.24,28/03/2020,43.7
Chandigarh,NR,30.71999697,76.78000565,28/03/2020,2.3
Chhattisgarh,WR,22.09042035,82.15998734,28/03/2020,76
Gujarat,WR,22.2587,71.1924,28/03/2020,247.4
MP,WR,21.30039105,76.13001949,28/03/2020,176.4
Maharashtra,WR,19.25023195,73.16017493,28/03/2020,387.1
Goa,WR,15.491997,73.81800065,28/03/2020,6.9
DNH,WR,20.26657819,73.0166178,28/03/2020,2.2
Andhra Pradesh,SR,14.7504291,78.57002559,28/03/2020,148.7
Telangana,SR,18.1124,79.0193,28/03/2020,168.9
Karnataka,SR,12.57038129,76.91999711,28/03/2020,197.1
Kerala,SR,8.900372741,76.56999263,28/03/2020,66.8
Tamil Nadu,SR,12.92038576,79.15004187,28/03/2020,222.7
Pondy,SR,11.93499371,79.83000037,28/03/2020,4.7
Bihar,ER,25.78541445,87.4799727,28/03/2020,84.4
Jharkhand,ER,23.80039349,86.41998572,28/03/2020,22.6
Odisha,ER,19.82042971,85.90001746,28/03/2020,70.5
West Bengal,ER,22.58039044,88.32994665,28/03/2020,142.5
Sikkim,ER,27.3333303,88.6166475,28/03/2020,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,28/03/2020,1.7
Assam,NER,26.7499809,94.21666744,28/03/2020,17.5
Manipur,NER,24.79997072,93.95001705,28/03/2020,2.1
Meghalaya,NER,25.57049217,91.8800142,28/03/2020,3.7
Mizoram,NER,23.71039899,92.72001461,28/03/2020,1.5
Nagaland,NER,25.6669979,94.11657019,28/03/2020,2.1
Tripura,NER,23.83540428,91.27999914,28/03/2020,3.9
Punjab,NR,31.51997398,75.98000281,29/03/2020,106.4
Haryana,NR,28.45000633,77.01999101,29/03/2020,115.6
Rajasthan,NR,26.44999921,74.63998124,29/03/2020,212.7
Delhi,NR,28.6699929,77.23000403,29/03/2020,66.3
UP,NR,27.59998069,78.05000565,29/03/2020,274.4
Uttarakhand,NR,30.32040895,78.05000565,29/03/2020,32.6
HP,NR,31.10002545,77.16659704,29/03/2020,26.4
J&K,NR,33.45,76.24,29/03/2020,43.6
Chandigarh,NR,30.71999697,76.78000565,29/03/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,29/03/2020,75.7
Gujarat,WR,22.2587,71.1924,29/03/2020,284.8
MP,WR,21.30039105,76.13001949,29/03/2020,189.7
Maharashtra,WR,19.25023195,73.16017493,29/03/2020,388.4
Goa,WR,15.491997,73.81800065,29/03/2020,12.1
DNH,WR,20.26657819,73.0166178,29/03/2020,17.7
Andhra Pradesh,SR,14.7504291,78.57002559,29/03/2020,164
Telangana,SR,18.1124,79.0193,29/03/2020,156.4
Karnataka,SR,12.57038129,76.91999711,29/03/2020,159.9
Kerala,SR,8.900372741,76.56999263,29/03/2020,66.9
Tamil Nadu,SR,12.92038576,79.15004187,29/03/2020,264.6
Pondy,SR,11.93499371,79.83000037,29/03/2020,6.9
Bihar,ER,25.78541445,87.4799727,29/03/2020,79.4
Jharkhand,ER,23.80039349,86.41998572,29/03/2020,23.6
Odisha,ER,19.82042971,85.90001746,29/03/2020,78.9
West Bengal,ER,22.58039044,88.32994665,29/03/2020,125
Sikkim,ER,27.3333303,88.6166475,29/03/2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,29/03/2020,2.1
Assam,NER,26.7499809,94.21666744,29/03/2020,24.3
Manipur,NER,24.79997072,93.95001705,29/03/2020,2.5
Meghalaya,NER,25.57049217,91.8800142,29/03/2020,5.8
Mizoram,NER,23.71039899,92.72001461,29/03/2020,1.6
Nagaland,NER,25.6669979,94.11657019,29/03/2020,2.3
Tripura,NER,23.83540428,91.27999914,29/03/2020,4.1
Punjab,NR,31.51997398,75.98000281,30/03/2020,106.4
Haryana,NR,28.45000633,77.01999101,30/03/2020,118
Rajasthan,NR,26.44999921,74.63998124,30/03/2020,215.9
Delhi,NR,28.6699929,77.23000403,30/03/2020,66.4
UP,NR,27.59998069,78.05000565,30/03/2020,270.5
Uttarakhand,NR,30.32040895,78.05000565,30/03/2020,34.4
HP,NR,31.10002545,77.16659704,30/03/2020,27.2
J&K,NR,33.45,76.24,30/03/2020,43.3
Chandigarh,NR,30.71999697,76.78000565,30/03/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,30/03/2020,75
Gujarat,WR,22.2587,71.1924,30/03/2020,289.3
MP,WR,21.30039105,76.13001949,30/03/2020,196.9
Maharashtra,WR,19.25023195,73.16017493,30/03/2020,395.1
Goa,WR,15.491997,73.81800065,30/03/2020,12.7
DNH,WR,20.26657819,73.0166178,30/03/2020,17.6
Andhra Pradesh,SR,14.7504291,78.57002559,30/03/2020,167.9
Telangana,SR,18.1124,79.0193,30/03/2020,159.5
Karnataka,SR,12.57038129,76.91999711,30/03/2020,165.2
Kerala,SR,8.900372741,76.56999263,30/03/2020,69.4
Tamil Nadu,SR,12.92038576,79.15004187,30/03/2020,283.1
Pondy,SR,11.93499371,79.83000037,30/03/2020,7.1
Bihar,ER,25.78541445,87.4799727,30/03/2020,75.1
Jharkhand,ER,23.80039349,86.41998572,30/03/2020,24
Odisha,ER,19.82042971,85.90001746,30/03/2020,75.9
West Bengal,ER,22.58039044,88.32994665,30/03/2020,128.1
Sikkim,ER,27.3333303,88.6166475,30/03/2020,1.2
Arunachal Pradesh,NER,27.10039878,93.61660071,30/03/2020,2
Assam,NER,26.7499809,94.21666744,30/03/2020,25.4
Manipur,NER,24.79997072,93.95001705,30/03/2020,2.6
Meghalaya,NER,25.57049217,91.8800142,30/03/2020,5.8
Mizoram,NER,23.71039899,92.72001461,30/03/2020,1.6
Nagaland,NER,25.6669979,94.11657019,30/03/2020,2.3
Tripura,NER,23.83540428,91.27999914,30/03/2020,4
Punjab,NR,31.51997398,75.98000281,31/03/2020,106.7
Haryana,NR,28.45000633,77.01999101,31/03/2020,119.6
Rajasthan,NR,26.44999921,74.63998124,31/03/2020,218.6
Delhi,NR,28.6699929,77.23000403,31/03/2020,67.6
UP,NR,27.59998069,78.05000565,31/03/2020,272.9
Uttarakhand,NR,30.32040895,78.05000565,31/03/2020,34.2
HP,NR,31.10002545,77.16659704,31/03/2020,27.9
J&K,NR,33.45,76.24,31/03/2020,40.1
Chandigarh,NR,30.71999697,76.78000565,31/03/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,31/03/2020,75.9
Gujarat,WR,22.2587,71.1924,31/03/2020,293.8
MP,WR,21.30039105,76.13001949,31/03/2020,203.4
Maharashtra,WR,19.25023195,73.16017493,31/03/2020,400.2
Goa,WR,15.491997,73.81800065,31/03/2020,12.7
DNH,WR,20.26657819,73.0166178,31/03/2020,18
Andhra Pradesh,SR,14.7504291,78.57002559,31/03/2020,173.5
Telangana,SR,18.1124,79.0193,31/03/2020,162.4
Karnataka,SR,12.57038129,76.91999711,31/03/2020,171.6
Kerala,SR,8.900372741,76.56999263,31/03/2020,71
Tamil Nadu,SR,12.92038576,79.15004187,31/03/2020,295.3
Pondy,SR,11.93499371,79.83000037,31/03/2020,7
Bihar,ER,25.78541445,87.4799727,31/03/2020,74
Jharkhand,ER,23.80039349,86.41998572,31/03/2020,24
Odisha,ER,19.82042971,85.90001746,31/03/2020,74.4
West Bengal,ER,22.58039044,88.32994665,31/03/2020,125.3
Sikkim,ER,27.3333303,88.6166475,31/03/2020,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,31/03/2020,2.2
Assam,NER,26.7499809,94.21666744,31/03/2020,24.5
Manipur,NER,24.79997072,93.95001705,31/03/2020,2.5
Meghalaya,NER,25.57049217,91.8800142,31/03/2020,6
Mizoram,NER,23.71039899,92.72001461,31/03/2020,1.7
Nagaland,NER,25.6669979,94.11657019,31/03/2020,2.1
Tripura,NER,23.83540428,91.27999914,31/03/2020,4.1
Punjab,NR,31.51997398,75.98000281,1/4/2020,95.3
Haryana,NR,28.45000633,77.01999101,1/4/2020,112.8
Rajasthan,NR,26.44999921,74.63998124,1/4/2020,207.9
Delhi,NR,28.6699929,77.23000403,1/4/2020,65.5
UP,NR,27.59998069,78.05000565,1/4/2020,265.5
Uttarakhand,NR,30.32040895,78.05000565,1/4/2020,34.8
HP,NR,31.10002545,77.16659704,1/4/2020,26.5
J&K,NR,33.45,76.24,1/4/2020,17.8
Chandigarh,NR,30.71999697,76.78000565,1/4/2020,3.5
Chhattisgarh,WR,22.09042035,82.15998734,1/4/2020,74.8
Gujarat,WR,22.2587,71.1924,1/4/2020,285.2
MP,WR,21.30039105,76.13001949,1/4/2020,199.3
Maharashtra,WR,19.25023195,73.16017493,1/4/2020,397.7
Goa,WR,15.491997,73.81800065,1/4/2020,12.7
DNH,WR,20.26657819,73.0166178,1/4/2020,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,1/4/2020,173.5
Telangana,SR,18.1124,79.0193,1/4/2020,159.2
Karnataka,SR,12.57038129,76.91999711,1/4/2020,171.4
Kerala,SR,8.900372741,76.56999263,1/4/2020,70.7
Tamil Nadu,SR,12.92038576,79.15004187,1/4/2020,295
Pondy,SR,11.93499371,79.83000037,1/4/2020,7.2
Bihar,ER,25.78541445,87.4799727,1/4/2020,74.4
Jharkhand,ER,23.80039349,86.41998572,1/4/2020,23.7
Odisha,ER,19.82042971,85.90001746,1/4/2020,71.2
West Bengal,ER,22.58039044,88.32994665,1/4/2020,118.6
Sikkim,ER,27.3333303,88.6166475,1/4/2020,1.1
Arunachal Pradesh,NER,27.10039878,93.61660071,1/4/2020,2
Assam,NER,26.7499809,94.21666744,1/4/2020,24.9
Manipur,NER,24.79997072,93.95001705,1/4/2020,2.5
Meghalaya,NER,25.57049217,91.8800142,1/4/2020,5.7
Mizoram,NER,23.71039899,92.72001461,1/4/2020,1.7
Nagaland,NER,25.6669979,94.11657019,1/4/2020,2
Tripura,NER,23.83540428,91.27999914,1/4/2020,4.2
Punjab,NR,31.51997398,75.98000281,2/4/2020,99
Haryana,NR,28.45000633,77.01999101,2/4/2020,114.7
Rajasthan,NR,26.44999921,74.63998124,2/4/2020,210.7
Delhi,NR,28.6699929,77.23000403,2/4/2020,64.9
UP,NR,27.59998069,78.05000565,2/4/2020,265.7
Uttarakhand,NR,30.32040895,78.05000565,2/4/2020,34
HP,NR,31.10002545,77.16659704,2/4/2020,27.2
J&K,NR,33.45,76.24,2/4/2020,18.9
Chandigarh,NR,30.71999697,76.78000565,2/4/2020,3.4
Chhattisgarh,WR,22.09042035,82.15998734,2/4/2020,73.8
Gujarat,WR,22.2587,71.1924,2/4/2020,285.4
MP,WR,21.30039105,76.13001949,2/4/2020,196.2
Maharashtra,WR,19.25023195,73.16017493,2/4/2020,387.1
Goa,WR,15.491997,73.81800065,2/4/2020,12.6
DNH,WR,20.26657819,73.0166178,2/4/2020,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,2/4/2020,171
Telangana,SR,18.1124,79.0193,2/4/2020,161.8
Karnataka,SR,12.57038129,76.91999711,2/4/2020,168.5
Kerala,SR,8.900372741,76.56999263,2/4/2020,71.5
Tamil Nadu,SR,12.92038576,79.15004187,2/4/2020,289.9
Pondy,SR,11.93499371,79.83000037,2/4/2020,7.6
Bihar,ER,25.78541445,87.4799727,2/4/2020,74.6
Jharkhand,ER,23.80039349,86.41998572,2/4/2020,23.9
Odisha,ER,19.82042971,85.90001746,2/4/2020,66.3
West Bengal,ER,22.58039044,88.32994665,2/4/2020,117.2
Sikkim,ER,27.3333303,88.6166475,2/4/2020,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,2/4/2020,2.1
Assam,NER,26.7499809,94.21666744,2/4/2020,24.8
Manipur,NER,24.79997072,93.95001705,2/4/2020,2.4
Meghalaya,NER,25.57049217,91.8800142,2/4/2020,6
Mizoram,NER,23.71039899,92.72001461,2/4/2020,2
Nagaland,NER,25.6669979,94.11657019,2/4/2020,2.2
Tripura,NER,23.83540428,91.27999914,2/4/2020,3.8
Punjab,NR,31.51997398,75.98000281,3/4/2020,101.7
Haryana,NR,28.45000633,77.01999101,3/4/2020,114.3
Rajasthan,NR,26.44999921,74.63998124,3/4/2020,215.6
Delhi,NR,28.6699929,77.23000403,3/4/2020,61.4
UP,NR,27.59998069,78.05000565,3/4/2020,270.7
Uttarakhand,NR,30.32040895,78.05000565,3/4/2020,34.5
HP,NR,31.10002545,77.16659704,3/4/2020,27.4
J&K,NR,33.45,76.24,3/4/2020,24.5
Chandigarh,NR,30.71999697,76.78000565,3/4/2020,3.3
Chhattisgarh,WR,22.09042035,82.15998734,3/4/2020,70.9
Gujarat,WR,22.2587,71.1924,3/4/2020,292.8
MP,WR,21.30039105,76.13001949,3/4/2020,202.3
Maharashtra,WR,19.25023195,73.16017493,3/4/2020,389
Goa,WR,15.491997,73.81800065,3/4/2020,12.2
DNH,WR,20.26657819,73.0166178,3/4/2020,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,3/4/2020,164.9
Telangana,SR,18.1124,79.0193,3/4/2020,157.3
Karnataka,SR,12.57038129,76.91999711,3/4/2020,166.9
Kerala,SR,8.900372741,76.56999263,3/4/2020,69.6
Tamil Nadu,SR,12.92038576,79.15004187,3/4/2020,281.2
Pondy,SR,11.93499371,79.83000037,3/4/2020,7.6
Bihar,ER,25.78541445,87.4799727,3/4/2020,75.7
Jharkhand,ER,23.80039349,86.41998572,3/4/2020,23.4
Odisha,ER,19.82042971,85.90001746,3/4/2020,60.4
West Bengal,ER,22.58039044,88.32994665,3/4/2020,99.6
Sikkim,ER,27.3333303,88.6166475,3/4/2020,1.3
Arunachal Pradesh,NER,27.10039878,93.61660071,3/4/2020,2
Assam,NER,26.7499809,94.21666744,3/4/2020,24.2
Manipur,NER,24.79997072,93.95001705,3/4/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,3/4/2020,6.4
Mizoram,NER,23.71039899,92.72001461,3/4/2020,2.1
Nagaland,NER,25.6669979,94.11657019,3/4/2020,2.2
Tripura,NER,23.83540428,91.27999914,3/4/2020,3.4
Punjab,NR,31.51997398,75.98000281,4/4/2020,94.2
Haryana,NR,28.45000633,77.01999101,4/4/2020,102.6
Rajasthan,NR,26.44999921,74.63998124,4/4/2020,211.3
Delhi,NR,28.6699929,77.23000403,4/4/2020,59.6
UP,NR,27.59998069,78.05000565,4/4/2020,260.4
Uttarakhand,NR,30.32040895,78.05000565,4/4/2020,31.5
HP,NR,31.10002545,77.16659704,4/4/2020,25.9
J&K,NR,33.45,76.24,4/4/2020,31.3
Chandigarh,NR,30.71999697,76.78000565,4/4/2020,3
Chhattisgarh,WR,22.09042035,82.15998734,4/4/2020,72.5
Gujarat,WR,22.2587,71.1924,4/4/2020,287.8
MP,WR,21.30039105,76.13001949,4/4/2020,204.4
Maharashtra,WR,19.25023195,73.16017493,4/4/2020,378.3
Goa,WR,15.491997,73.81800065,4/4/2020,12.2
DNH,WR,20.26657819,73.0166178,4/4/2020,17.5
Andhra Pradesh,SR,14.7504291,78.57002559,4/4/2020,165.1
Telangana,SR,18.1124,79.0193,4/4/2020,155.8
Karnataka,SR,12.57038129,76.91999711,4/4/2020,155.8
Kerala,SR,8.900372741,76.56999263,4/4/2020,62.4
Tamil Nadu,SR,12.92038576,79.15004187,4/4/2020,262.4
Pondy,SR,11.93499371,79.83000037,4/4/2020,7
Bihar,ER,25.78541445,87.4799727,4/4/2020,75.8
Jharkhand,ER,23.80039349,86.41998572,4/4/2020,23.4
Odisha,ER,19.82042971,85.90001746,4/4/2020,72
West Bengal,ER,22.58039044,88.32994665,4/4/2020,91.1
Sikkim,ER,27.3333303,88.6166475,4/4/2020,1
Arunachal Pradesh,NER,27.10039878,93.61660071,4/4/2020,2
Assam,NER,26.7499809,94.21666744,4/4/2020,22.5
Manipur,NER,24.79997072,93.95001705,4/4/2020,2.3
Meghalaya,NER,25.57049217,91.8800142,4/4/2020,6.3
Mizoram,NER,23.71039899,92.72001461,4/4/2020,1.6
Nagaland,NER,25.6669979,94.11657019,4/4/2020,2
Tripura,NER,23.83540428,91.27999914,4/4/2020,2.8
Punjab,NR,31.51997398,75.98000281,5/4/2020,99.2
Haryana,NR,28.45000633,77.01999101,5/4/2020,107.6
Rajasthan,NR,26.44999921,74.63998124,5/4/2020,225.1
Delhi,NR,28.6699929,77.23000403,5/4/2020,62
UP,NR,27.59998069,78.05000565,5/4/2020,247.7
Uttarakhand,NR,30.32040895,78.05000565,5/4/2020,33.6
HP,NR,31.10002545,77.16659704,5/4/2020,27.7
J&K,NR,33.45,76.24,5/4/2020,48.5
Chandigarh,NR,30.71999697,76.78000565,5/4/2020,3.1
Chhattisgarh,WR,22.09042035,82.15998734,5/4/2020,89.5
Gujarat,WR,22.2587,71.1924,5/4/2020,317.1
MP,WR,21.30039105,76.13001949,5/4/2020,210.6
Maharashtra,WR,19.25023195,73.16017493,5/4/2020,435
Goa,WR,15.491997,73.81800065,5/4/2020,11.1
DNH,WR,20.26657819,73.0166178,5/4/2020,17.9
Andhra Pradesh,SR,14.7504291,78.57002559,5/4/2020,190
Telangana,SR,18.1124,79.0193,5/4/2020,220.9
Karnataka,SR,12.57038129,76.91999711,5/4/2020,237.1
Kerala,SR,8.900372741,76.56999263,5/4/2020,76.4
Tamil Nadu,SR,12.92038576,79.15004187,5/4/2020,334.5
Pondy,SR,11.93499371,79.83000037,5/4/2020,8
Bihar,ER,25.78541445,87.4799727,5/4/2020,67.6
Jharkhand,ER,23.80039349,86.41998572,5/4/2020,22.8
Odisha,ER,19.82042971,85.90001746,5/4/2020,88.8
West Bengal,ER,22.58039044,88.32994665,5/4/2020,119.2
Sikkim,ER,27.3333303,88.6166475,5/4/2020,1.6
Arunachal Pradesh,NER,27.10039878,93.61660071,5/4/2020,2.2
Assam,NER,26.7499809,94.21666744,5/4/2020,23.6
Manipur,NER,24.79997072,93.95001705,5/4/2020,2.5
Meghalaya,NER,25.57049217,91.8800142,5/4/2020,6.5
Mizoram,NER,23.71039899,92.72001461,5/4/2020,1.6
Nagaland,NER,25.6669979,94.11657019,5/4/2020,2.1
Tripura,NER,23.83540428,91.27999914,5/4/2020,3.4
Punjab,NR,31.51997398,75.98000281,13/04/2020,102.9
Haryana,NR,28.45000633,77.01999101,13/04/2020,116.5
Rajasthan,NR,26.44999921,74.63998124,13/04/2020,225.9
Delhi,NR,28.6699929,77.23000403,13/04/2020,63.2
UP,NR,27.59998069,78.05000565,13/04/2020,252.8
Uttarakhand,NR,30.32040895,78.05000565,13/04/2020,34.6
HP,NR,31.10002545,77.16659704,13/04/2020,28.2
J&K,NR,33.45,76.24,13/04/2020,48.4
Chandigarh,NR,30.71999697,76.78000565,13/04/2020,3
Chhattisgarh,WR,22.09042035,82.15998734,13/04/2020,93.2
Gujarat,WR,22.2587,71.1924,13/04/2020,327
MP,WR,21.30039105,76.13001949,13/04/2020,216.8
Maharashtra,WR,19.25023195,73.16017493,13/04/2020,443
Goa,WR,15.491997,73.81800065,13/04/2020,11.1
DNH,WR,20.26657819,73.0166178,13/04/2020,18.1
Andhra Pradesh,SR,14.7504291,78.57002559,13/04/2020,192.6
Telangana,SR,18.1124,79.0193,13/04/2020,225.7
Karnataka,SR,12.57038129,76.91999711,13/04/2020,239.4
Kerala,SR,8.900372741,76.56999263,13/04/2020,78.9
Tamil Nadu,SR,12.92038576,79.15004187,13/04/2020,343.9
Pondy,SR,11.93499371,79.83000037,13/04/2020,8.5
Bihar,ER,25.78541445,87.4799727,13/04/2020,71.9
Jharkhand,ER,23.80039349,86.41998572,13/04/2020,23.7
Odisha,ER,19.82042971,85.90001746,13/04/2020,81.4
West Bengal,ER,22.58039044,88.32994665,13/04/2020,120.3
Sikkim,ER,27.3333303,88.6166475,13/04/2020,1.5
